"Date","Time","Global_active_power","Global_reactive_power","Voltage","Global_intensity","Sub_metering_1","Sub_metering_2","Sub_metering_3"
"12/2/2007","01:37:00",0.346,0.104,240.77,1.6,0,0,0
"12/2/2007","01:38:00",0.324,0.076,241.73,1.4,0,0,0
"12/2/2007","01:39:00",0.254,0,242,1.2,0,0,0
"12/2/2007","01:40:00",0.77105,0,242.37,1.2,0,0,0
"12/2/2007","01:41:00",0.74315,0,241.27,1.2,0,0,0
"12/2/2007","01:42:00",0.71515,0,240.83,1.2,0,0,0
"12/2/2007","01:43:00",0.6871,0,241.51,1.2,0,0,0
"12/2/2007","01:44:00",0.65895,0,241.7,1.2,0,0,0
"12/2/2007","01:45:00",0.252,0,241.44,1.2,0,0,0
"12/2/2007","01:46:00",0.60485,0,241.25,1.2,0,0,0
"12/2/2007","01:47:00",0.57805,0,239.81,1.2,0,0,0
"12/2/2007","01:48:00",0.248,0,239.23,1.2,0,0,0
"12/2/2007","01:49:00",0.246,0,238.4,1.2,0,0,0
"12/2/2007","01:50:00",0.246,0,238.21,1.2,0,0,0
"12/2/2007","01:51:00",0.5646,0,238.59,1.2,0,0,0
"12/2/2007","01:52:00",0.5644,0,238.53,1.2,0,0,0
"12/2/2007","01:53:00",0.56425,0,239.18,1.2,0,0,0
"12/2/2007","01:54:00",0.5641,0,239.14,1.2,0,0,0
"12/2/2007","01:55:00",0.56255,0,239.62,1.2,0,0,0
"12/2/2007","01:56:00",0.25,0,240.09,1.2,0,0,0
"12/2/2007","01:57:00",0.5585,0,240.13,1.2,0,0,0
"12/2/2007","01:58:00",0.55645,0,240.99,1.2,0,0,0
"12/2/2007","01:59:00",0.55415,0,241.14,1.4,0,0,0
"12/2/2007","02:00:00",0.55235,0.07,240.02,1.4,0,0,0
"12/2/2007","02:01:00",0.35,0.09,241.52,1.6,0,0,0
"12/2/2007","02:02:00",0.44,0.212,241.75,2,0,0,0
"12/2/2007","02:03:00",0.5579,0.21,241.53,2,0,0,0
"12/2/2007","02:04:00",0.5583,0.21,241.45,2,0,0,0
"12/2/2007","02:05:00",0.43,0.212,241.73,2,0,0,0
"12/2/2007","02:06:00",0.426,0.212,241.67,2,0,0,0
"12/2/2007","02:07:00",0.5597,0.21,241.51,2,0,0,0
"12/2/2007","02:08:00",0.56135,0.212,241.84,2,0,0,0
"12/2/2007","02:09:00",0.563,0.214,242.18,2,0,0,0
"12/2/2007","02:10:00",0.42,0.214,242.2,2,0,0,0
"12/2/2007","02:11:00",0.368,0.138,241.97,1.6,0,0,0
"12/2/2007","02:12:00",0.56495,0.11,242.16,1.6,0,0,0
"12/2/2007","02:13:00",0.348,0.108,241.58,1.6,0,0,0
"12/2/2007","02:14:00",0.565,0.11,241.77,1.6,0,0,0
"12/2/2007","02:15:00",0.348,0.108,241.66,1.6,0,0,0
"12/2/2007","02:16:00",0.56315,0,242.01,1.2,0,0,0
"12/2/2007","02:17:00",0.252,0,241.86,1.2,0,0,0
"12/2/2007","02:18:00",0.55905,0,242,1.2,0,0,0
"12/2/2007","02:19:00",0.256,0,242.92,1.2,0,0,0
"12/2/2007","02:20:00",0.254,0,242.94,1.2,0,0,0
"12/2/2007","02:21:00",0.55915,0,242.1,1.2,0,0,0
"12/2/2007","02:22:00",0.55925,0,242.15,1.2,0,0,0
"12/2/2007","02:23:00",0.5593,0,242.23,1.2,0,0,0
"12/2/2007","02:24:00",0.254,0,242.37,1.2,0,0,0
"12/2/2007","02:25:00",0.254,0,242.11,1.2,0,0,0
"12/2/2007","02:26:00",0.55945,0,242.3,1.2,0,0,0
"12/2/2007","02:27:00",0.5595,0,242.03,1.2,0,0,0
"12/2/2007","02:28:00",0.256,0,243.29,1.2,0,0,0
"12/2/2007","02:29:00",0.256,0,243.36,1.2,0,0,0
"12/2/2007","02:30:00",0.256,0,243.72,1.2,0,0,0
"12/2/2007","02:31:00",0.5604,0,243.84,1.2,0,0,0
"12/2/2007","02:32:00",0.5607,0,244.23,1.2,0,0,0
"12/2/2007","02:33:00",0.256,0,242.95,1.2,0,0,0
"12/2/2007","02:34:00",0.254,0,242.26,1.2,0,0,0
"12/2/2007","02:35:00",0.254,0,242.06,1.2,0,0,0
"12/2/2007","02:36:00",0.56125,0,241.4,1.2,0,0,0
"12/2/2007","02:37:00",0.254,0,241.88,1.2,0,0,0
"12/2/2007","02:38:00",0.5614,0,242.46,1.2,0,0,0
"12/2/2007","02:39:00",0.5618,0,243.4,1.4,0,0,0
"12/2/2007","02:40:00",0.56285,0.12,244.25,1.6,0,0,0
"12/2/2007","02:41:00",0.56325,0.12,244.5,1.6,0,0,0
"12/2/2007","02:42:00",0.388,0.122,244.65,1.8,0,0,0
"12/2/2007","02:43:00",0.416,0.126,243.97,1.8,0,0,0
"12/2/2007","02:44:00",0.5603,0.134,244.33,1.8,0,0,0
"12/2/2007","02:45:00",0.438,0.228,244.67,2,0,0,0
"12/2/2007","02:46:00",0.5607,0.228,244.57,2,0,0,0
"12/2/2007","02:47:00",0.561,0.23,245.12,2,0,0,0
"12/2/2007","02:48:00",0.56125,0.228,244.66,2,0,0,0
"12/2/2007","02:49:00",0.428,0.224,243.93,2,0,0,0
"12/2/2007","02:50:00",0.56155,0.224,243.82,2,0,0,0
"12/2/2007","02:51:00",0.56295,0.224,243.93,2,0,0,0
"12/2/2007","02:52:00",0.424,0.226,244.27,2,0,0,0
"12/2/2007","02:53:00",0.394,0.184,244.92,1.8,0,0,0
"12/2/2007","02:54:00",0.5655,0.09,244.56,1.4,0,0,0
"12/2/2007","02:55:00",0.328,0.088,244.08,1.4,0,0,0
"12/2/2007","02:56:00",0.56545,0,243.5,1.2,0,0,0
"12/2/2007","02:57:00",0.256,0,243.24,1.2,0,0,0
"12/2/2007","02:58:00",0.56555,0,242.31,1.2,0,0,0
"12/2/2007","02:59:00",0.5655,0,242.19,1.2,0,0,0
"12/2/2007","03:00:00",0.56545,0,241.15,1.2,0,0,0
"12/2/2007","03:01:00",0.56545,0,242.52,1.2,0,0,0
"12/2/2007","03:02:00",0.256,0,242.96,1.2,0,0,0
"12/2/2007","03:03:00",0.56555,0,243.45,1.2,0,0,0
"12/2/2007","03:04:00",0.256,0,243.43,1.2,0,0,0
"12/2/2007","03:05:00",0.56565,0,243.44,1.2,0,0,0
"12/2/2007","03:06:00",0.256,0,242.98,1.2,0,0,0
"12/2/2007","03:07:00",0.5658,0,243.47,1.2,0,0,0
"12/2/2007","03:08:00",0.258,0,244.51,1.2,0,0,0
"12/2/2007","03:09:00",0.258,0,244.46,1.2,0,0,0
"12/2/2007","03:10:00",0.5659,0,243.82,1.2,0,0,0
"12/2/2007","03:11:00",0.5659,0,243.35,1.2,0,0,0
"12/2/2007","03:12:00",0.5658,0,242.55,1.2,0,0,0
"12/2/2007","03:13:00",0.254,0,242.62,1.2,0,0,0
"12/2/2007","03:14:00",0.5658,0,242.92,1.2,0,0,0
"12/2/2007","03:15:00",0.254,0,242.13,1.2,0,0,0
"12/2/2007","03:16:00",0.254,0,241.8,1.2,0,0,0
"12/2/2007","03:17:00",0.56965,0.142,240.62,2,0,0,0
"12/2/2007","03:18:00",0.444,0.228,241.29,2,0,1,0
"12/2/2007","03:19:00",0.442,0.232,242.15,2,0,1,0
"12/2/2007","03:20:00",0.5794,0.236,242.65,2,0,2,0
"12/2/2007","03:21:00",0.5812,0.228,241.32,2,0,1,0
"12/2/2007","03:22:00",0.438,0.23,241.62,2,0,2,0
"12/2/2007","03:23:00",0.436,0.226,241.19,2,0,1,0
"12/2/2007","03:24:00",0.434,0.226,241.13,2,0,1,0
"12/2/2007","03:25:00",0.584,0.226,241,2,0,2,0
"12/2/2007","03:26:00",0.43,0.226,241.05,2,0,1,0
"12/2/2007","03:27:00",0.428,0.224,240.84,2,0,2,0
"12/2/2007","03:28:00",0.5836,0.224,240.65,2,0,1,0
"12/2/2007","03:29:00",0.58355,0.226,240.97,2,0,1,0
"12/2/2007","03:30:00",0.58355,0.224,240.48,2,0,2,0
"12/2/2007","03:31:00",0.46,0.25,241.31,2.2,0,1,0
"12/2/2007","03:32:00",0.408,0.198,241.57,1.8,0,1,0
"12/2/2007","03:33:00",0.5844,0.198,241.69,1.8,0,2,0
"12/2/2007","03:34:00",0.406,0.2,241.9,1.8,0,1,0
"12/2/2007","03:35:00",0.404,0.196,241.16,1.8,0,1,0
"12/2/2007","03:36:00",0.4,0.19,239.92,1.8,0,1,0
"12/2/2007","03:37:00",0.398,0.192,240.65,1.8,0,2,0
"12/2/2007","03:38:00",0.398,0.198,241.49,1.8,0,1,0
"12/2/2007","03:39:00",0.396,0.196,241.24,1.8,0,1,0
"12/2/2007","03:40:00",0.6052,0.192,240.37,1.8,0,1,0
"12/2/2007","03:41:00",0.6086,0.188,239.6,1.8,0,2,0
"12/2/2007","03:42:00",0.328,0.094,240.26,1.4,0,1,0
"12/2/2007","03:43:00",0.6121,0.09,240.81,1.4,0,1,0
"12/2/2007","03:44:00",0.6138,0.09,240.44,1.4,0,1,0
"12/2/2007","03:45:00",0.6155,0.09,240.87,1.4,0,1,0
"12/2/2007","03:46:00",0.6172,0.092,240.95,1.4,0,2,0
"12/2/2007","03:47:00",0.61885,0.088,240.33,1.4,0,1,0
"12/2/2007","03:48:00",0.6205,0.092,241.5,1.4,0,1,0
"12/2/2007","03:49:00",0.62215,0.092,241.12,1.4,0,1,0
"12/2/2007","03:50:00",0.6238,0.09,240.57,1.4,0,1,0
"12/2/2007","03:51:00",0.32,0.088,240.24,1.4,0,1,0
"12/2/2007","03:52:00",0.32,0.088,240.3,1.4,0,2,0
"12/2/2007","03:53:00",0.62875,0.09,240.44,1.4,0,1,0
"12/2/2007","03:54:00",0.288,0,241.44,1.2,0,0,0
"12/2/2007","03:55:00",0.63165,0.062,241.46,1.6,0,0,0
"12/2/2007","03:56:00",0.6344,0.106,241.82,1.6,0,0,0
"12/2/2007","03:57:00",0.6332,0.106,241.5,1.6,0,0,0
"12/2/2007","03:58:00",0.356,0.102,240.74,1.6,0,0,0
"12/2/2007","03:59:00",0.354,0.1,240.37,1.6,0,0,0
"12/2/2007","04:00:00",0.352,0.098,239.99,1.6,0,0,0
"12/2/2007","04:01:00",0.6244,0.098,240,1.6,0,0,0
"12/2/2007","04:02:00",0.35,0.098,240.03,1.6,0,0,0
"12/2/2007","04:03:00",0.348,0.1,240.43,1.6,0,0,0
"12/2/2007","04:04:00",0.346,0.098,239.84,1.6,0,0,0
"12/2/2007","04:05:00",0.346,0.1,240.26,1.6,0,0,0
"12/2/2007","04:06:00",0.6135,0.096,239.55,1.6,0,0,0
"12/2/2007","04:07:00",0.344,0.096,239.47,1.6,0,0,0
"12/2/2007","04:08:00",0.6093,0.098,239.61,1.6,0,0,0
"12/2/2007","04:09:00",0.268,0,240.16,1.2,0,0,0
"12/2/2007","04:10:00",0.60095,0,239.76,1.2,0,0,0
"12/2/2007","04:11:00",0.59575,0,240.53,1.2,0,0,0
"12/2/2007","04:12:00",0.59185,0,240.46,1.2,0,0,0
"12/2/2007","04:13:00",0.58795,0,240.26,1.2,0,0,0
"12/2/2007","04:14:00",0.58405,0,239.82,1.2,0,0,0
"12/2/2007","04:15:00",0.25,0,239.3,1.2,0,0,0
"12/2/2007","04:16:00",0.57645,0,239.79,1.2,0,0,0
"12/2/2007","04:17:00",0.32,0,239.72,1.6,0,0,0
"12/2/2007","04:18:00",0.326,0.07,240.08,1.4,0,0,0
"12/2/2007","04:19:00",0.571,0.07,239.99,1.4,0,0,0
"12/2/2007","04:20:00",0.328,0.07,240.08,1.4,0,0,0
"12/2/2007","04:21:00",0.5678,0.068,239.35,1.4,0,0,0
"12/2/2007","04:22:00",0.326,0.07,239.95,1.4,0,0,0
"12/2/2007","04:23:00",0.56775,0.07,240.12,1.4,0,0,0
"12/2/2007","04:24:00",0.5677,0.07,240.11,1.4,0,0,0
"12/2/2007","04:25:00",0.56765,0.07,239.89,1.4,0,0,0
"12/2/2007","04:26:00",0.32,0.068,239.78,1.4,0,0,0
"12/2/2007","04:27:00",0.318,0.064,238.76,1.4,0,0,0
"12/2/2007","04:28:00",0.25,0,238.54,1.2,0,0,0
"12/2/2007","04:29:00",0.248,0,238.72,1.2,0,0,0
"12/2/2007","04:30:00",0.248,0,238.96,1.2,0,0,0
"12/2/2007","04:31:00",0.25,0,239.83,1.2,0,0,0
"12/2/2007","04:32:00",0.25,0,240.46,1.2,0,0,0
"12/2/2007","04:33:00",0.55925,0.084,241.01,1.6,0,0,0
"12/2/2007","04:34:00",0.56105,0.102,240.74,1.6,0,0,0
"12/2/2007","04:35:00",0.358,0.102,240.87,1.6,0,0,0
"12/2/2007","04:36:00",0.356,0.1,240.48,1.6,0,0,0
"12/2/2007","04:37:00",0.56115,0.092,238.53,1.6,0,0,0
"12/2/2007","04:38:00",0.561,0.096,239.16,1.6,0,0,0
"12/2/2007","04:39:00",0.56085,0.096,239.16,1.6,0,0,0
"12/2/2007","04:40:00",0.348,0.096,239.2,1.6,0,0,0
"12/2/2007","04:41:00",0.346,0.096,239.23,1.6,0,0,0
"12/2/2007","04:42:00",0.56055,0.096,239.54,1.6,0,0,0
"12/2/2007","04:43:00",0.342,0.092,238.17,1.4,0,0,0
"12/2/2007","04:44:00",0.5603,0.094,238.97,1.4,0,0,0
"12/2/2007","04:45:00",0.5602,0.094,239.1,1.4,0,0,0
"12/2/2007","04:46:00",0.342,0.094,238.77,1.4,0,0,0
"12/2/2007","04:47:00",0.5579,0,238.69,1.2,0,0,0
"12/2/2007","04:48:00",0.248,0,238.63,1.2,0,0,0
"12/2/2007","04:49:00",0.555,0,238.83,1.2,0,0,0
"12/2/2007","04:50:00",0.25,0,239.49,1.2,0,0,0
"12/2/2007","04:51:00",0.248,0,239.14,1.2,0,0,0
"12/2/2007","04:52:00",0.5548,0,238.75,1.2,0,0,0
"12/2/2007","04:53:00",0.248,0,238.63,1.2,0,0,0
"12/2/2007","04:54:00",0.248,0,238.42,1.2,0,0,0
"12/2/2007","04:55:00",0.25,0,240.36,1.2,0,0,0
"12/2/2007","04:56:00",0.252,0,240.59,1.2,0,0,0
"12/2/2007","04:57:00",0.553,0,240.78,1.2,0,0,0
"12/2/2007","04:58:00",0.55115,0,240.62,1.2,0,0,0
"12/2/2007","04:59:00",0.25,0,240.05,1.2,0,0,0
"12/2/2007","05:00:00",0.54725,0,239.27,1.2,0,0,0
"12/2/2007","05:01:00",0.25,0,239.98,1.2,0,0,0
"12/2/2007","05:02:00",0.25,0,239.68,1.2,0,0,0
"12/2/2007","05:03:00",0.5416,0,240.2,1.2,0,0,0
"12/2/2007","05:04:00",0.5417,0.046,240.19,1.6,0,0,0
"12/2/2007","05:05:00",0.326,0.07,239.96,1.4,0,0,0
"12/2/2007","05:06:00",0.542,0.07,240.11,1.4,0,0,0
"12/2/2007","05:07:00",0.54225,0.07,239.75,1.4,0,0,0
"12/2/2007","05:08:00",0.54415,0.07,239.77,1.4,0,0,0
"12/2/2007","05:09:00",0.324,0.07,239.8,1.4,0,0,0
"12/2/2007","05:10:00",0.322,0.07,239.98,1.4,0,0,0
"12/2/2007","05:11:00",0.55225,0.178,239.78,2,0,0,0
"12/2/2007","05:12:00",0.55675,0.208,240.89,2,0,0,0
"12/2/2007","05:13:00",0.428,0.208,241.19,2,0,0,0
"12/2/2007","05:14:00",0.5597,0.18,240.69,1.8,0,0,0
"12/2/2007","05:15:00",0.354,0.1,240.24,1.6,0,0,0
"12/2/2007","05:16:00",0.55945,0.1,239.91,1.6,0,0,0
"12/2/2007","05:17:00",0.55945,0.102,240.52,1.6,0,0,0
"12/2/2007","05:18:00",0.35,0.104,240.88,1.6,0,0,0
"12/2/2007","05:19:00",0.35,0.106,241.25,1.6,0,0,0
"12/2/2007","05:20:00",0.55955,0.108,241.74,1.6,0,0,0
"12/2/2007","05:21:00",0.348,0.106,241.55,1.6,0,0,0
"12/2/2007","05:22:00",0.5596,0.102,240.56,1.6,0,0,0
"12/2/2007","05:23:00",0.348,0.104,241.15,1.6,0,0,0
"12/2/2007","05:24:00",0.55985,0.104,241.06,1.6,0,0,0
"12/2/2007","05:25:00",0.5576,0,240.62,1.2,0,0,0
"12/2/2007","05:26:00",0.252,0,240.99,1.2,0,0,0
"12/2/2007","05:27:00",0.252,0,241.25,1.2,0,0,0
"12/2/2007","05:28:00",0.55535,0,240.06,1.2,0,0,0
"12/2/2007","05:29:00",0.5554,0,240.26,1.2,0,0,0
"12/2/2007","05:30:00",0.5554,0,239.81,1.2,0,0,0
"12/2/2007","05:31:00",0.248,0,238.81,1.2,0,0,0
"12/2/2007","05:32:00",0.248,0,238.6,1.2,0,0,0
"12/2/2007","05:33:00",0.5554,0,238.75,1.2,0,0,0
"12/2/2007","05:34:00",0.55545,0,239.85,1.2,0,0,0
"12/2/2007","05:35:00",0.55545,0,240.18,1.2,0,0,0
"12/2/2007","05:36:00",0.25,0,239.57,1.2,0,0,0
"12/2/2007","05:37:00",0.25,0,239.45,1.2,0,0,0
"12/2/2007","05:38:00",0.25,0,239.94,1.2,0,0,0
"12/2/2007","05:39:00",0.5552,0,237.79,1.2,0,0,0
"12/2/2007","05:40:00",0.5551,0,237.75,1.2,0,0,0
"12/2/2007","05:41:00",0.55505,0,238.95,1.2,0,0,0
"12/2/2007","05:42:00",0.555,0,238.88,1.2,0,0,0
"12/2/2007","05:43:00",0.246,0,237.88,1.2,0,0,0
"12/2/2007","05:44:00",0.5529,0,237.73,1.2,0,0,0
"12/2/2007","05:45:00",0.5509,0,237.37,1.2,0,0,0
"12/2/2007","05:46:00",0.5489,0,238.58,1.2,0,0,0
"12/2/2007","05:47:00",0.5469,0,239.02,1.2,0,0,0
"12/2/2007","05:48:00",0.54495,0,239.15,1.2,0,0,0
"12/2/2007","05:49:00",0.5455,0.068,239.93,1.6,0,0,0
"12/2/2007","05:50:00",0.414,0.148,239.2,2,0,0,0
"12/2/2007","05:51:00",0.54795,0.2,239.79,2,0,0,0
"12/2/2007","05:52:00",0.428,0.194,238.75,2,0,0,0
"12/2/2007","05:53:00",0.426,0.196,238.76,2,0,0,0
"12/2/2007","05:54:00",0.5483,0.2,239.52,2,0,0,0
"12/2/2007","05:55:00",0.55,0.2,239.5,2,0,0,0
"12/2/2007","05:56:00",0.42,0.2,239.37,2,0,0,0
"12/2/2007","05:57:00",0.42,0.206,240.39,2,0,0,0
"12/2/2007","05:58:00",0.5552,0.204,240.19,2,0,0,0
"12/2/2007","05:59:00",0.418,0.202,239.81,2,0,0,0
"12/2/2007","06:00:00",0.42,0.198,239.06,2,0,0,0
"12/2/2007","06:01:00",0.362,0.114,238.83,1.6,0,0,0
"12/2/2007","06:02:00",0.348,0.092,238.52,1.6,0,0,0
"12/2/2007","06:03:00",0.55665,0,237.77,1.2,0,0,0
"12/2/2007","06:04:00",0.256,0,239.72,1.2,0,0,0
"12/2/2007","06:05:00",0.258,0,241.25,1.2,0,0,0
"12/2/2007","06:06:00",0.5547,0,241.17,1.2,0,0,0
"12/2/2007","06:07:00",0.5558,0,240.24,1.4,0,0,0
"12/2/2007","06:08:00",0.55805,0.092,240.78,1.4,0,1,0
"12/2/2007","06:09:00",0.342,0.094,241.17,1.4,0,1,0
"12/2/2007","06:10:00",0.34,0.094,241.14,1.4,0,2,0
"12/2/2007","06:11:00",0.56495,0.094,241.34,1.4,0,1,0
"12/2/2007","06:12:00",0.36,0.1,241.05,1.6,0,1,0
"12/2/2007","06:13:00",0.432,0.114,241.82,1.8,0,2,0
"12/2/2007","06:14:00",0.57695,0.118,242.69,1.8,0,1,0
"12/2/2007","06:15:00",0.434,0.118,242.7,1.8,0,2,0
"12/2/2007","06:16:00",0.434,0.118,242.57,1.8,0,1,0
"12/2/2007","06:17:00",0.458,0.1,242.64,2,0,1,0
"12/2/2007","06:18:00",0.518,0.094,242.51,2.2,0,2,0
"12/2/2007","06:19:00",0.524,0.104,244.79,2.2,0,1,0
"12/2/2007","06:20:00",1.454,0.094,244.32,6.2,0,1,14
"12/2/2007","06:21:00",1.652,0.09,243.58,6.8,0,2,19
"12/2/2007","06:22:00",0.7047,0.086,242.51,6.6,0,1,18
"12/2/2007","06:23:00",1.608,0.084,242.19,6.6,0,1,18
"12/2/2007","06:24:00",0.7726,0.084,242.02,6.6,0,2,18
"12/2/2007","06:25:00",0.8066,0.086,242.79,6.6,0,1,18
"12/2/2007","06:26:00",0.84055,0.086,242.97,6.6,0,1,19
"12/2/2007","06:27:00",0.8772,0.206,243.66,7,0,2,18
"12/2/2007","06:28:00",0.91375,0.224,242.99,7,0,1,18
"12/2/2007","06:29:00",1.698,0.22,242.43,7,0,1,18
"12/2/2007","06:30:00",1.692,0.218,242.08,7,0,1,18
"12/2/2007","06:31:00",1.01105,0.22,242.25,7,0,2,18
